OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Sales,Total Cost,Profit,Year,Month,Profit Margin (%)
SO - 0006970,Online,WARE-MKL1006,2020-03-10,2020-08-22,2020-09-11,2020-09-12,USD,14,46,342,12,3,0.05,3219.82,3879.3,11056.005000000001,9659.460000000001,1396.545,2020,August,12.631551812793138
SO - 0006971,Online,WARE-XYS1001,2020-06-18,2020-08-22,2020-08-29,2020-09-06,USD,15,20,17,36,1,0.08,119.39,221.1,203.412,119.39,84.022,2020,August,41.30631427841032
SO - 0006972,Online,WARE-NBV1002,2020-06-18,2020-08-22,2020-08-28,2020-09-06,USD,18,43,66,1,4,0.1,748.73,998.3,3593.88,2994.92,598.96,2020,August,16.666110165058377
SO - 0006973,Wholesale,WARE-XYS1001,2020-03-10,2020-08-23,2020-08-25,2020-08-27,USD,28,3,14,41,7,0.08,849.23,1132.3,7292.012,5944.610000000001,1347.4019999999991,2020,August,18.47778089229693
SO - 0006974,Online,WARE-UHY1004,2020-06-18,2020-08-23,2020-09-12,2020-09-22,USD,13,6,228,26,8,0.1,158.79,201.0,1447.2,1270.32,176.8800000000001,2020,August,12.222222222222229
SO - 0006975,In-Store,WARE-UHY1004,2020-06-18,2020-08-23,2020-08-29,2020-09-03,USD,9,29,211,13,1,0.2,492.05,683.4,546.72,492.05,54.670000000000016,2020,August,9.999634182031023
SO - 0006976,In-Store,WARE-XYS1001,2020-03-10,2020-08-23,2020-09-08,2020-09-16,USD,3,14,17,26,1,0.05,3334.59,5293.0,5028.349999999999,3334.59,1693.7599999999993,2020,August,33.68421052631578
SO - 0006977,In-Store,WARE-NMK1003,2020-06-18,2020-08-23,2020-08-27,2020-09-01,USD,7,5,123,15,1,0.4,73.7,167.5,100.5,73.7,26.799999999999997,2020,August,26.666666666666668
SO - 0006978,In-Store,WARE-NMK1003,2020-03-10,2020-08-23,2020-09-18,2020-09-24,USD,2,16,103,19,1,0.1,3288.36,5480.6,4932.540000000001,3288.36,1644.1800000000007,2020,August,33.33333333333334
SO - 0006979,Distributor,WARE-NBV1002,2020-06-18,2020-08-23,2020-09-03,2020-09-08,USD,21,20,68,22,7,0.4,2482.35,3819.0,16039.8,17376.45,-1336.6500000000015,2020,August,-8.333333333333343
SO - 0006980,Online,WARE-UHY1004,2020-06-18,2020-08-23,2020-09-07,2020-09-09,USD,17,43,257,46,4,0.4,3429.46,6016.6,14439.84,13717.84,722.0,2020,August,5.000055402275925
SO - 0006981,Distributor,WARE-NBV1002,2020-06-18,2020-08-24,2020-09-19,2020-09-20,USD,23,26,60,10,4,0.4,543.3,1025.1,2460.24,2173.2,287.03999999999996,2020,August,11.667154423958639
SO - 0006982,Online,WARE-UHY1004,2020-03-10,2020-08-24,2020-08-30,2020-09-02,USD,14,45,246,24,5,0.08,1861.93,2659.9,12235.54,9309.65,2925.8900000000012,2020,August,23.913043478260878
SO - 0006983,In-Store,WARE-UHY1004,2020-03-10,2020-08-24,2020-09-06,2020-09-16,USD,8,12,242,2,8,0.05,2997.38,3892.7,29584.519999999997,23979.04,5605.479999999996,2020,August,18.94734137988379
SO - 0006984,Online,WARE-UHY1004,2020-06-18,2020-08-24,2020-09-08,2020-09-11,USD,19,37,223,39,4,0.1,473.82,911.2,3280.32,1895.28,1385.0400000000002,2020,August,42.22270997951419
SO - 0006985,Distributor,WARE-UHY1004,2020-03-10,2020-08-24,2020-09-06,2020-09-11,USD,23,41,254,10,2,0.3,745.04,1862.6,2607.64,1490.08,1117.56,2020,August,42.857142857142854
SO - 0006986,Wholesale,WARE-UHY1004,2020-03-10,2020-08-24,2020-08-28,2020-08-31,USD,28,15,214,45,5,0.05,139.16,207.7,986.5749999999999,695.8,290.775,2020,August,29.47317740668474
SO - 0006987,Online,WARE-UHY1004,2020-03-10,2020-08-24,2020-08-31,2020-09-03,USD,18,22,248,28,1,0.08,1634.93,1969.8,1812.2160000000001,1634.93,177.28600000000006,2020,August,9.782829419892554
SO - 0006988,In-Store,WARE-UHY1004,2020-06-18,2020-08-24,2020-09-11,2020-09-17,USD,5,14,204,37,4,0.08,462.9,944.7,3476.496,1851.6,1624.8960000000002,2020,August,46.73947560992448
SO - 0006989,Online,WARE-XYS1001,2020-03-10,2020-08-24,2020-09-10,2020-09-11,USD,18,6,44,33,4,0.05,535.87,864.3,3284.3399999999997,2143.48,1140.8599999999997,2020,August,34.73635494498133
SO - 0006990,Distributor,WARE-PUJ1005,2020-06-18,2020-08-25,2020-09-20,2020-09-25,USD,24,47,272,33,2,0.08,1512.32,2291.4,4216.176,3024.64,1191.5360000000005,2020,August,28.261059310617025
SO - 0006991,In-Store,WARE-XYS1001,2020-03-10,2020-08-25,2020-09-12,2020-09-17,USD,9,11,46,1,3,0.15,894.52,1132.3,2887.365,2683.56,203.80499999999984,2020,August,7.058511826526949
SO - 0006992,Wholesale,WARE-UHY1004,2020-03-10,2020-08-25,2020-09-10,2020-09-19,USD,26,2,247,38,4,0.05,77.72,194.3,738.34,310.88,427.46000000000004,2020,August,57.89473684210527
SO - 0006993,Online,WARE-UHY1004,2020-06-18,2020-08-25,2020-09-05,2020-09-13,USD,16,38,227,5,7,0.1,153.7,247.9,1561.77,1075.8999999999999,485.8700000000001,2020,August,31.11021469230425
SO - 0006994,Wholesale,WARE-MKL1006,2020-06-18,2020-08-25,2020-09-09,2020-09-12,USD,26,28,344,22,8,0.05,623.1,1038.5,7892.599999999999,4984.8,2907.7999999999993,2020,August,36.84210526315789
SO - 0006995,Wholesale,WARE-UHY1004,2020-06-18,2020-08-25,2020-09-14,2020-09-23,USD,26,49,257,44,4,0.4,895.46,1105.5,2653.2,3581.84,-928.6400000000003,2020,August,-35.00075380672397
SO - 0006996,Wholesale,WARE-UHY1004,2020-03-10,2020-08-25,2020-09-13,2020-09-23,USD,26,11,256,27,1,0.05,103.11,180.9,171.855,103.11,68.74499999999999,2020,August,40.00174565767652
SO - 0006997,In-Store,WARE-NMK1003,2020-06-18,2020-08-25,2020-09-20,2020-09-28,USD,10,9,200,28,1,0.05,3279.78,5654.8,5372.0599999999995,3279.78,2092.2799999999993,2020,August,38.9474428803848
SO - 0006998,In-Store,WARE-NMK1003,2020-06-18,2020-08-25,2020-09-02,2020-09-10,USD,10,35,154,40,7,0.2,1757.75,3906.1,21874.160000000003,12304.25,9569.910000000003,2020,August,43.74983999385577
SO - 0006999,In-Store,WARE-PUJ1005,2020-06-18,2020-08-25,2020-09-05,2020-09-07,USD,9,32,264,21,8,0.08,780.22,917.9,6755.744,6241.76,513.9839999999995,2020,August,7.608103563426908
SO - 0007000,Online,WARE-NMK1003,2020-03-10,2020-08-25,2020-08-30,2020-09-02,USD,18,16,178,13,7,0.2,2121.96,2619.7,14670.32,14853.720000000001,-183.40000000000146,2020,August,-1.2501431461617842
SO - 0007001,Online,WARE-PUJ1005,2020-06-18,2020-08-26,2020-09-09,2020-09-18,USD,12,47,326,45,6,0.08,512.95,777.2,4290.144000000001,3077.7000000000003,1212.4440000000009,2020,August,28.261149276108227
SO - 0007002,Online,WARE-NMK1003,2020-06-18,2020-08-26,2020-09-10,2020-09-16,USD,16,23,196,26,8,0.15,603.6,958.1,6515.08,4828.8,1686.2799999999997,2020,August,25.882721317313063
SO - 0007003,Distributor,WARE-NBV1002,2020-03-10,2020-08-26,2020-09-14,2020-09-21,USD,21,20,76,11,8,0.05,123.01,227.8,1731.28,984.08,747.1999999999999,2020,August,43.1588189085532
SO - 0007004,Online,WARE-PUJ1005,2020-06-18,2020-08-26,2020-09-20,2020-09-29,USD,18,1,286,24,1,0.05,1321.78,1835.8,1744.0099999999998,1321.78,422.2299999999998,2020,August,24.21029695930642
SO - 0007005,In-Store,WARE-MKL1006,2020-03-10,2020-08-27,2020-09-12,2020-09-16,USD,1,4,356,34,8,0.3,455.2,1058.6,5928.159999999999,3641.6,2286.559999999999,2020,August,38.5711586731802
SO - 0007006,In-Store,WARE-UHY1004,2020-06-18,2020-08-27,2020-09-22,2020-09-26,USD,9,29,226,2,2,0.15,3575.19,5674.9,9647.33,7150.38,2496.95,2020,August,25.88229074780276
SO - 0007007,In-Store,WARE-NBV1002,2020-06-18,2020-08-27,2020-09-19,2020-09-28,USD,1,36,80,34,1,0.15,1691.42,1989.9,1691.415,1691.42,-0.005000000000109139,2020,August,-0.0002956104799891889
SO - 0007008,In-Store,WARE-NBV1002,2020-06-18,2020-08-27,2020-09-12,2020-09-17,USD,8,16,86,24,8,0.08,93.8,234.5,1725.92,750.4,975.5200000000001,2020,August,56.52173913043479
SO - 0007009,Distributor,WARE-NMK1003,2020-03-10,2020-08-27,2020-09-06,2020-09-16,USD,22,34,150,27,1,0.15,664.64,1038.5,882.725,664.64,218.08500000000004,2020,August,24.70588235294118
SO - 0007010,In-Store,WARE-XYS1001,2020-06-18,2020-08-27,2020-09-07,2020-09-14,USD,9,30,49,14,5,0.05,577.81,1031.8,4901.05,2889.0499999999997,2012.0000000000005,2020,August,41.05242754103713
SO - 0007011,Online,WARE-NMK1003,2020-06-18,2020-08-27,2020-08-31,2020-09-04,USD,13,23,151,33,7,0.05,1515.41,3524.2,23435.929999999997,10607.87,12828.059999999996,2020,August,54.73672263059327
SO - 0007012,Wholesale,WARE-UHY1004,2020-03-10,2020-08-27,2020-09-15,2020-09-19,USD,26,45,245,24,4,0.1,1069.45,2324.9,8369.640000000001,4277.8,4091.840000000001,2020,August,48.88908005601198
SO - 0007013,Online,WARE-NMK1003,2020-03-10,2020-08-27,2020-09-07,2020-09-15,USD,12,35,116,47,7,0.05,368.5,737.0,4901.05,2579.5,2321.55,2020,August,47.36842105263158
SO - 0007014,Distributor,WARE-XYS1001,2020-06-18,2020-08-27,2020-09-22,2020-09-27,USD,24,23,26,1,8,0.05,502.5,1005.0,7638.0,4020.0,3618.0,2020,August,47.368421052631575
SO - 0007015,Online,WARE-MKL1006,2020-06-18,2020-08-27,2020-09-15,2020-09-22,USD,13,19,329,47,4,0.08,911.2,1139.0,4191.52,3644.8,546.7200000000003,2020,August,13.04347826086957
SO - 0007016,In-Store,WARE-UHY1004,2020-03-10,2020-08-27,2020-09-01,2020-09-06,USD,5,42,212,28,3,0.1,813.11,1098.8,2966.7599999999998,2439.33,527.4299999999998,2020,August,17.77798001860615
SO - 0007017,Wholesale,WARE-PUJ1005,2020-06-18,2020-08-27,2020-08-29,2020-09-01,USD,26,2,272,5,8,0.2,2486.71,3825.7,24484.48,19893.68,4590.799999999999,2020,August,18.749836631204744
SO - 0007018,Distributor,WARE-UHY1004,2020-06-18,2020-08-28,2020-09-20,2020-09-26,USD,21,12,211,38,6,0.3,74.17,180.9,759.78,445.02,314.76,2020,August,41.42778172628919
SO - 0007019,Wholesale,WARE-NMK1003,2020-03-10,2020-08-28,2020-09-17,2020-09-21,USD,27,42,107,24,8,0.05,578.88,964.8,7332.48,4631.04,2701.4399999999996,2020,August,36.84210526315789
SO - 0007020,Online,WARE-MKL1006,2020-06-18,2020-08-28,2020-09-12,2020-09-17,USD,16,20,337,26,4,0.08,1267.71,2485.7,9147.376,5070.84,4076.536,2020,August,44.56508620614261
SO - 0007021,Online,WARE-NMK1003,2020-06-18,2020-08-29,2020-09-24,2020-09-28,USD,17,46,143,41,4,0.05,141.5,214.4,814.72,566.0,248.72000000000003,2020,August,30.52827965435978
SO - 0007022,Online,WARE-PUJ1005,2020-03-10,2020-08-29,2020-09-02,2020-09-07,USD,16,9,311,40,2,0.05,1556.54,2432.1,4620.99,3113.08,1507.9099999999999,2020,August,32.631752070443774
SO - 0007023,Online,WARE-XYS1001,2020-03-10,2020-08-29,2020-09-18,2020-09-28,USD,14,34,22,27,4,0.05,626.58,1118.9,4251.82,2506.32,1745.4999999999995,2020,August,41.05300788838661
SO - 0007024,In-Store,WARE-XYS1001,2020-06-18,2020-08-29,2020-09-01,2020-09-05,USD,8,13,41,4,3,0.15,561.39,891.1,2272.3050000000003,1684.17,588.1350000000002,2020,August,25.882749014766947
SO - 0007025,Online,WARE-UHY1004,2020-06-18,2020-08-29,2020-09-10,2020-09-20,USD,19,18,210,22,1,0.1,1043.99,2485.7,2237.13,1043.99,1193.14,2020,August,53.33351213385007
SO - 0007026,In-Store,WARE-NMK1003,2020-03-10,2020-08-29,2020-09-18,2020-09-22,USD,1,44,102,33,7,0.05,692.51,1018.4,6772.36,4847.57,1924.79,2020,August,28.421259354198536
SO - 0007027,In-Store,WARE-XYS1001,2020-03-10,2020-08-29,2020-09-09,2020-09-14,USD,5,27,33,14,8,0.05,1799.89,2465.6,18738.559999999998,14399.12,4339.439999999997,2020,August,23.15780935141226
SO - 0007028,In-Store,WARE-NMK1003,2020-06-18,2020-08-29,2020-09-11,2020-09-14,USD,6,44,112,14,3,0.2,3034.83,3993.2,9583.679999999998,9104.49,479.1899999999987,2020,August,5.0000626064309195
SO - 0007029,In-Store,WARE-NMK1003,2020-06-18,2020-08-29,2020-09-21,2020-09-26,USD,4,7,146,43,1,0.05,2247.85,3685.0,3500.75,2247.85,1252.9,2020,August,35.78947368421053
SO - 0007030,Distributor,WARE-PUJ1005,2020-03-10,2020-08-29,2020-09-20,2020-09-26,USD,24,48,309,18,6,0.3,1919.15,2284.7,9595.739999999998,11514.900000000001,-1919.1600000000035,2020,August,-20.000125055493413
SO - 0007031,In-Store,WARE-NMK1003,2020-06-18,2020-08-29,2020-09-19,2020-09-22,USD,9,13,191,23,6,0.08,1927.46,3323.2,18344.064,11564.76,6779.303999999998,2020,August,36.95639090661698
SO - 0007032,Online,WARE-PUJ1005,2020-06-18,2020-08-30,2020-09-10,2020-09-13,USD,13,4,328,17,3,0.3,431.48,1078.7,2265.27,1294.44,970.8299999999999,2020,August,42.857142857142854
SO - 0007033,Online,WARE-NMK1003,2020-03-10,2020-08-30,2020-09-27,2020-10-05,USD,20,38,88,46,5,0.08,606.22,1045.2,4807.92,3031.1000000000004,1776.8199999999997,2020,August,36.95610575883126
SO - 0007034,Online,WARE-PUJ1005,2020-03-10,2020-08-30,2020-09-09,2020-09-18,USD,13,35,271,30,7,0.05,1931.95,2646.5,17599.225,13523.65,4075.574999999999,2020,August,23.15769586444857
SO - 0007035,Online,WARE-PUJ1005,2020-06-18,2020-08-30,2020-09-16,2020-09-23,USD,19,27,300,28,1,0.2,1786.62,2666.6,2133.28,1786.62,346.6600000000003,2020,August,16.250093752343822
SO - 0007036,Distributor,WARE-NMK1003,2020-06-18,2020-08-30,2020-09-09,2020-09-19,USD,21,1,106,25,1,0.3,831.34,1889.4,1322.58,831.34,491.2399999999999,2020,August,37.142554703685214
SO - 0007037,In-Store,WARE-NMK1003,2020-06-18,2020-08-30,2020-09-13,2020-09-22,USD,1,41,158,13,3,0.1,1296.05,2492.4,6729.4800000000005,3888.1499999999996,2841.330000000001,2020,August,42.22213306228714
SO - 0007038,Online,WARE-NMK1003,2020-06-18,2020-08-30,2020-09-10,2020-09-15,USD,15,5,102,31,8,0.05,896.19,1179.2,8961.92,7169.52,1792.3999999999996,2020,August,20.000178533171457
SO - 0007039,Wholesale,WARE-XYS1001,2020-06-18,2020-08-31,2020-09-28,2020-10-07,USD,26,48,40,47,6,0.05,1530.01,2318.2,13213.739999999998,9180.06,4033.6799999999985,2020,August,30.526406604034882
SO - 0007040,In-Store,WARE-MKL1006,2020-03-10,2020-08-31,2020-09-08,2020-09-15,USD,6,15,341,11,4,0.08,2831.76,3584.5,13190.960000000001,11327.04,1863.92,2020,August,14.130283163621145
SO - 0007041,In-Store,WARE-NBV1002,2020-06-18,2020-08-31,2020-09-21,2020-09-22,USD,7,30,80,35,4,0.05,1879.95,3999.9,15199.619999999999,7519.8,7679.819999999999,2020,August,50.52639473881584
SO - 0007042,In-Store,WARE-XYS1001,2020-06-18,2020-08-31,2020-09-02,2020-09-10,USD,1,5,11,36,1,0.08,1677.14,1996.6,1836.872,1677.14,159.73199999999997,2020,August,8.695869935411938
SO - 0007043,In-Store,WARE-PUJ1005,2020-06-18,2020-08-31,2020-09-16,2020-09-20,USD,3,7,276,22,6,0.1,826.58,1132.3,6114.419999999999,4959.4800000000005,1154.9399999999987,2020,August,18.888790760202912
SO - 0007044,Distributor,WARE-NMK1003,2020-06-18,2020-08-31,2020-09-21,2020-09-26,USD,21,18,201,31,1,0.05,1413.43,1963.1,1864.945,1413.43,451.5149999999999,2020,August,24.21063355755799
SO - 0007045,Distributor,WARE-MKL1006,2020-06-18,2020-08-31,2020-09-06,2020-09-16,USD,22,44,356,8,4,0.1,1611.69,1896.1,6825.96,6446.76,379.1999999999998,2020,August,5.55526255647557
SO - 0007046,In-Store,WARE-NBV1002,2020-06-18,2020-08-31,2020-09-16,2020-09-25,USD,9,11,76,27,3,0.15,538.68,804.0,2050.2,1616.04,434.15999999999985,2020,August,21.17647058823529
SO - 0007047,Online,WARE-NBV1002,2020-03-10,2020-08-31,2020-09-06,2020-09-15,USD,19,11,63,1,1,0.1,128.91,174.2,156.78,128.91,27.870000000000005,2020,August,17.776502104860317
SO - 0007048,Wholesale,WARE-UHY1004,2020-03-10,2020-08-31,2020-09-17,2020-09-27,USD,28,4,251,18,8,0.05,1688.27,3926.2,29839.12,13506.16,16332.96,2020,August,54.73673486349463
SO - 0007049,In-Store,WARE-UHY1004,2020-06-18,2020-08-31,2020-09-07,2020-09-16,USD,11,1,229,9,2,0.1,141.1,180.9,325.62,282.2,43.420000000000016,2020,August,13.334561759105712
SO - 0007050,Distributor,WARE-NMK1003,2020-03-10,2020-08-31,2020-09-08,2020-09-11,USD,23,8,114,13,1,0.1,152.76,254.6,229.14,152.76,76.38,2020,August,33.33333333333333
SO - 0007051,Online,WARE-MKL1006,2020-06-18,2020-09-01,2020-09-17,2020-09-24,USD,17,28,342,41,4,0.15,566.15,1132.3,3849.8199999999997,2264.6,1585.2199999999998,2020,September,41.17647058823529
SO - 0007052,In-Store,WARE-NMK1003,2020-06-18,2020-09-01,2020-09-22,2020-09-23,USD,4,37,168,13,6,0.1,166.29,227.8,1230.1200000000001,997.74,232.3800000000001,2020,September,18.89083991805678
SO - 0007053,In-Store,WARE-NMK1003,2020-03-10,2020-09-01,2020-09-03,2020-09-07,USD,7,13,144,18,4,0.2,1422.34,2003.3,6410.56,5689.36,721.2000000000007,2020,September,11.25018719113464
SO - 0007054,In-Store,WARE-XYS1001,2020-06-18,2020-09-01,2020-09-25,2020-09-28,USD,10,48,4,11,1,0.1,1818.65,2525.9,2273.31,1818.65,454.65999999999985,2020,September,19.99991202255741
SO - 0007055,Distributor,WARE-XYS1001,2020-06-18,2020-09-01,2020-09-14,2020-09-19,USD,21,34,26,33,5,0.08,2178.1,3691.7,16981.82,10890.5,6091.32,2020,September,35.8696535471463
SO - 0007056,Distributor,WARE-UHY1004,2020-03-10,2020-09-01,2020-09-22,2020-09-29,USD,20,5,209,41,2,0.1,1145.37,1762.1,3171.7799999999997,2290.74,881.04,2020,September,27.777462497398936
SO - 0007057,Distributor,WARE-PUJ1005,2020-06-18,2020-09-02,2020-09-16,2020-09-26,USD,21,20,261,29,8,0.2,436.64,891.1,5703.040000000001,3493.12,2209.920000000001,2020,September,38.74985972393672
SO - 0007058,Online,WARE-NMK1003,2020-06-18,2020-09-02,2020-09-21,2020-10-01,USD,16,10,112,39,2,0.1,567.49,1031.8,1857.24,1134.98,722.26,2020,September,38.88888888888889
SO - 0007059,Online,WARE-UHY1004,2020-03-10,2020-09-02,2020-09-28,2020-10-05,USD,14,21,245,10,2,0.4,495.73,1011.7,1214.04,991.46,222.57999999999993,2020,September,18.333827550986783
SO - 0007060,Online,WARE-UHY1004,2020-06-18,2020-09-02,2020-09-29,2020-09-30,USD,17,42,217,28,8,0.08,481.86,777.2,5720.192000000001,3854.88,1865.3120000000008,2020,September,32.609255073955566
SO - 0007061,Wholesale,WARE-NMK1003,2020-06-18,2020-09-02,2020-09-06,2020-09-13,USD,26,23,168,36,6,0.1,2209.66,2599.6,14037.839999999998,13257.96,779.8799999999992,2020,September,5.55555555555555
SO - 0007062,Online,WARE-PUJ1005,2020-03-10,2020-09-02,2020-09-07,2020-09-16,USD,17,22,327,24,2,0.08,4205.19,5922.8,10897.952000000001,8410.38,2487.572000000002,2020,September,22.826050252377712
SO - 0007063,Online,WARE-UHY1004,2020-06-18,2020-09-03,2020-09-26,2020-09-30,USD,18,27,251,42,5,0.4,423.98,757.1,2271.2999999999997,2119.9,151.39999999999964,2020,September,6.665786113679376
SO - 0007064,Online,WARE-NMK1003,2020-06-18,2020-09-03,2020-09-05,2020-09-07,USD,12,7,167,32,2,0.08,2075.73,3008.3,5535.272000000001,4151.46,1383.8120000000008,2020,September,24.999891604242766
SO - 0007065,Distributor,WARE-NMK1003,2020-06-18,2020-09-03,2020-09-17,2020-09-23,USD,23,46,140,28,5,0.15,195.84,247.9,1053.575,979.2,74.375,2020,September,7.059298104074223
SO - 0007066,In-Store,WARE-PUJ1005,2020-03-10,2020-09-03,2020-09-21,2020-09-28,USD,4,9,302,7,7,0.08,1299.53,2499.1,16094.204000000002,9096.71,6997.494000000002,2020,September,43.47834785740259
SO - 0007067,Online,WARE-XYS1001,2020-06-18,2020-09-03,2020-09-14,2020-09-19,USD,17,11,11,44,2,0.1,1192.73,2592.9,4667.22,2385.46,2281.76,2020,September,48.8890602971362
SO - 0007068,In-Store,WARE-NBV1002,2020-06-18,2020-09-03,2020-09-05,2020-09-12,USD,2,32,87,45,4,0.4,1865.28,2331.6,5595.839999999999,7461.12,-1865.2800000000007,2020,September,-33.33333333333335
SO - 0007069,Online,WARE-PUJ1005,2020-03-10,2020-09-03,2020-09-27,2020-10-01,USD,14,48,302,38,7,0.08,161.6,241.2,1553.328,1131.2,422.12799999999993,2020,September,27.17571562477467
SO - 0007070,Online,WARE-NMK1003,2020-06-18,2020-09-03,2020-09-26,2020-10-06,USD,14,34,143,28,5,0.05,846.61,1045.2,4964.7,4233.05,731.6499999999996,2020,September,14.73704352730275
SO - 0007071,Distributor,WARE-MKL1006,2020-06-18,2020-09-03,2020-09-19,2020-09-24,USD,20,9,332,29,8,0.05,763.13,897.8,6823.28,6105.04,718.2399999999998,2020,September,10.526315789473681
SO - 0007072,Online,WARE-NBV1002,2020-06-18,2020-09-04,2020-09-08,2020-09-12,USD,17,28,59,7,8,0.4,1156.62,1896.1,9101.279999999999,9252.96,-151.6800000000003,2020,September,-1.666578766942675
SO - 0007073,Online,WARE-UHY1004,2020-06-18,2020-09-04,2020-09-12,2020-09-21,USD,19,1,245,27,6,0.1,758.78,1011.7,5463.180000000001,4552.68,910.5000000000009,2020,September,16.666117535940618
SO - 0007074,In-Store,WARE-NMK1003,2020-03-10,2020-09-04,2020-09-18,2020-09-25,USD,3,17,94,22,6,0.08,205.76,247.9,1368.4080000000001,1234.56,133.84800000000018,2020,September,9.781293298489937
SO - 0007075,Wholesale,WARE-NMK1003,2020-06-18,2020-09-04,2020-09-14,2020-09-23,USD,26,42,132,38,8,0.08,740.35,1139.0,8383.04,5922.8,2460.2400000000007,2020,September,29.347826086956523
SO - 0007076,In-Store,WARE-PUJ1005,2020-06-18,2020-09-04,2020-09-18,2020-09-25,USD,7,50,322,16,5,0.05,933.98,1098.8,5219.3,4669.9,549.4000000000005,2020,September,10.526315789473696
SO - 0007077,In-Store,WARE-NMK1003,2020-06-18,2020-09-04,2020-09-19,2020-09-28,USD,11,37,197,1,8,0.08,167.23,214.4,1577.9840000000002,1337.84,240.14400000000023,2020,September,15.218405256327076
SO - 0007078,In-Store,WARE-PUJ1005,2020-06-18,2020-09-04,2020-10-01,2020-10-06,USD,8,9,318,16,8,0.08,202.61,241.2,1775.232,1620.88,154.35199999999986,2020,September,8.694750883264827
SO - 0007079,Online,WARE-XYS1001,2020-06-18,2020-09-04,2020-09-06,2020-09-11,USD,17,33,51,31,2,0.05,2363.43,2847.5,5410.25,4726.86,683.3900000000003,2020,September,12.631394113026207
SO - 0007080,Distributor,WARE-MKL1006,2020-03-10,2020-09-04,2020-09-06,2020-09-16,USD,21,39,353,27,7,0.15,482.94,710.2,4225.6900000000005,3380.58,845.1100000000006,2020,September,19.999337386320352
SO - 0007081,In-Store,WARE-NMK1003,2020-06-18,2020-09-04,2020-09-26,2020-10-04,USD,5,45,92,13,1,0.15,646.95,911.2,774.52,646.95,127.56999999999994,2020,September,16.4708464597428
SO - 0007082,In-Store,WARE-XYS1001,2020-06-18,2020-09-04,2020-09-15,2020-09-23,USD,2,29,24,47,3,0.4,2375.55,3711.8,6681.240000000001,7126.650000000001,-445.40999999999985,2020,September,-6.666576862977529
SO - 0007083,Distributor,WARE-PUJ1005,2020-06-18,2020-09-05,2020-09-13,2020-09-19,USD,25,2,278,31,2,0.08,538.01,978.2,1799.8880000000001,1076.02,723.8680000000002,2020,September,40.217391304347835
SO - 0007084,In-Store,WARE-UHY1004,2020-03-10,2020-09-05,2020-09-11,2020-09-18,USD,2,4,256,42,3,0.08,1599.42,2499.1,6897.516,4798.26,2099.2559999999994,2020,September,30.434956584370365
SO - 0007085,In-Store,WARE-NMK1003,2020-03-10,2020-09-05,2020-09-18,2020-09-24,USD,5,42,194,24,6,0.05,2186.68,5085.3,28986.210000000003,13120.079999999998,15866.130000000005,2020,September,54.73682140576502
SO - 0007086,Online,WARE-XYS1001,2020-06-18,2020-09-05,2020-09-20,2020-09-24,USD,17,18,5,47,8,0.3,1219.4,2345.0,13132.0,9755.2,3376.7999999999993,2020,September,25.714285714285705
SO - 0007087,Distributor,WARE-PUJ1005,2020-06-18,2020-09-05,2020-09-21,2020-09-22,USD,23,6,299,45,8,0.08,1605.19,2432.1,17900.256,12841.52,5058.736000000001,2020,September,28.260690796824363
SO - 0007088,Wholesale,WARE-XYS1001,2020-03-10,2020-09-05,2020-09-22,2020-10-02,USD,26,41,30,25,4,0.1,2631.09,3986.5,14351.4,10524.36,3827.039999999999,2020,September,26.66666666666666
SO - 0007089,Distributor,WARE-MKL1006,2020-03-10,2020-09-05,2020-09-12,2020-09-21,USD,22,1,347,15,7,0.05,1698.05,2358.4,15683.359999999999,11886.35,3797.0099999999984,2020,September,24.210437049203733
SO - 0007090,In-Store,WARE-NMK1003,2020-03-10,2020-09-05,2020-09-21,2020-09-23,USD,11,50,109,24,7,0.05,1172.5,2345.0,15594.25,8207.5,7386.75,2020,September,47.368421052631575
SO - 0007091,In-Store,WARE-UHY1004,2020-06-18,2020-09-05,2020-10-03,2020-10-11,USD,4,2,218,35,6,0.1,3670.06,6438.7,34768.979999999996,22020.36,12748.619999999995,2020,September,36.66664940990503
SO - 0007092,In-Store,WARE-XYS1001,2020-06-18,2020-09-05,2020-09-18,2020-09-27,USD,7,43,34,18,7,0.2,3069.61,5581.1,31254.160000000003,21487.27,9766.890000000003,2020,September,31.249888014907462
SO - 0007093,In-Store,WARE-XYS1001,2020-06-18,2020-09-06,2020-10-03,2020-10-13,USD,6,40,48,21,6,0.08,120.6,241.2,1331.424,723.5999999999999,607.8240000000001,2020,September,45.652173913043484
SO - 0007094,In-Store,WARE-NMK1003,2020-06-18,2020-09-06,2020-09-30,2020-10-05,USD,2,8,129,22,5,0.05,707.05,1159.1,5505.724999999999,3535.25,1970.4749999999995,2020,September,35.789564498771725
SO - 0007095,In-Store,WARE-PUJ1005,2020-06-18,2020-09-06,2020-09-25,2020-10-05,USD,4,18,320,7,8,0.1,1680.36,2800.6,20164.32,13442.88,6721.4400000000005,2020,September,33.333333333333336
SO - 0007096,In-Store,WARE-NBV1002,2020-03-10,2020-09-06,2020-10-02,2020-10-07,USD,5,39,75,28,8,0.05,485.88,991.6,7536.16,3887.04,3649.12,2020,September,48.421477251013776
